customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age
1137,Jermayne,Hryniewicki,Male,46,1977-07-03,Business Systems Development Analyst,Missing,Mass Customer,N,No,18.0,43
1138,Elli,Loxdale,Female,77,1991-09-21,Statistician I,Retail,Mass Customer,N,Yes,5.0,29
1139,Shellysheldon,Wickey,Male,52,1982-09-15,Editor,Manufacturing,Mass Customer,N,Yes,16.0,38
1140,Deana,Rathbourne,Female,32,1986-02-25,Executive Secretary,Missing,Mass Customer,N,Yes,13.0,35
1141,Shannah,Gritsaev,Female,70,1981-09-19,Missing,Financial Services,High Net Worth,N,Yes,4.0,39
1142,Michal,Paiton,Male,95,1998-05-07,Desktop Support Technician,Telecommunications,Mass Customer,N,No,2.0,23
1143,Goraud,Boissieux,Male,64,1955-03-06,Office Assistant IV,Health,Mass Customer,N,Yes,6.0,66
1144,Damon,Phelip,Male,73,1996-12-12,Environmental Specialist,Health,High Net Worth,N,Yes,5.0,24
1145,Korella,Begin,Female,80,1965-09-26,Missing,Property,Mass Customer,N,Yes,14.0,55
1146,Hadleigh,Birley,Male,88,1992-08-31,Assistant Professor,Financial Services,High Net Worth,N,No,8.0,28
1147,Tate,Studholme,Male,71,1968-07-09,Health Coach II,Entertainment,High Net Worth,N,Yes,9.0,52
1148,Inigo,Ojeda,Male,60,1987-09-28,Statistician IV,Financial Services,High Net Worth,N,No,5.0,33
1149,Ki,Odo,Female,29,1967-09-30,Developer III,Missing,Affluent Customer,N,Yes,14.0,53
1150,Bernelle,Warwick,Female,64,1975-09-26,Information Systems Manager,Financial Services,Mass Customer,N,Yes,13.0,45
1151,Brena,Amburgy,Female,27,1965-04-06,VP Product Management,Argiculture,High Net Worth,N,Yes,19.0,56
1152,Humfrid,Ducket,Male,47,1998-06-23,Business Systems Development Analyst,Financial Services,Mass Customer,N,Yes,3.0,22
1153,Mirilla,Lothlorien,Female,53,1995-01-17,Desktop Support Technician,Health,Mass Customer,N,Yes,3.0,26
1154,Chase,Youd,Male,26,1974-11-24,Research Nurse,Health,Mass Customer,N,Yes,20.0,46
1155,Janetta,Hartrick,Female,73,1994-01-15,VP Marketing,Property,Mass Customer,N,Yes,9.0,27
1156,Breena,Risebrow,Female,22,1997-10-16,Marketing Assistant,Argiculture,Mass Customer,N,Yes,1.0,23
1157,Saunder,Camerati,Male,69,1974-04-03,Research Nurse,Health,Affluent Customer,N,Yes,17.0,47
1158,Butch,Geertje,Male,85,1985-02-17,Senior Quality Engineer,Missing,Mass Customer,N,Yes,19.0,36
1159,Elbert,Bridgement,Male,94,1993-01-28,Librarian,Entertainment,Mass Customer,N,No,1.0,28
1160,Trisha,Nisuis,Female,98,1965-04-08,Speech Pathologist,IT,Affluent Customer,N,No,10.0,56
1161,Sibylle,Cutsforth,Female,86,1977-01-14,Senior Quality Engineer,Retail,Mass Customer,N,No,15.0,44
1162,Ambrose,Raiston,Male,29,1990-04-13,Marketing Assistant,Missing,Mass Customer,N,Yes,7.0,31
1163,Manolo,Dwire,Male,77,1981-11-13,Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0,39
1164,Gilligan,Mowat,Female,97,1977-01-09,Food Chemist,Health,Mass Customer,N,Yes,17.0,44
1165,Fanni,Wakelin,Female,58,1993-06-23,Administrative Assistant IV,Financial Services,High Net Worth,N,No,2.0,27
1166,Fannie,Devil,Female,40,1972-12-05,Quality Control Specialist,Health,Affluent Customer,N,No,8.0,48
1167,Elberta,Crickett,Female,20,1996-06-03,Software Test Engineer III,Health,Mass Customer,N,No,4.0,24
1168,Iosep,Shaddick,Male,44,1965-02-16,Pharmacist,Health,Affluent Customer,N,No,18.0,56
1169,Kessiah,Corden,Female,33,1967-08-09,Actuary,Financial Services,Mass Customer,N,Yes,13.0,53
1170,Lari,Rotte,Female,62,1964-11-30,Assistant Professor,IT,Mass Customer,N,Yes,4.0,56
1171,Ilise,Solloway,Female,32,1971-08-15,Human Resources Manager,Missing,Affluent Customer,N,Yes,8.0,49
1172,Smith,Babbs,Male,48,1974-04-12,Recruiter,Missing,Mass Customer,N,Yes,17.0,47
1173,Gertie,Chaim,Female,58,1978-03-02,Statistician IV,Retail,High Net Worth,N,No,16.0,43
1175,Paige,Hodgin,Male,8,1985-09-22,Human Resources Manager,Missing,Mass Customer,N,No,8.0,35
1176,Celia,Dockerty,Female,7,1976-01-16,Software Engineer IV,Missing,Affluent Customer,N,Yes,7.0,45
1177,Bobbette,Pozzi,Female,47,1953-08-31,Food Chemist,Health,Affluent Customer,N,Yes,6.0,67
1178,Angelo,Byne,Male,1,1970-05-26,Pharmacist,Health,Mass Customer,N,No,13.0,50
1179,Kerry,Pashenkov,Male,56,1988-08-15,Media Manager IV,Financial Services,High Net Worth,N,Yes,13.0,32
1180,Gaye,Quickenden,Female,48,1975-08-17,Account Representative I,Financial Services,Affluent Customer,N,No,10.0,45
1181,Brita,Plant,Female,2,1978-06-06,Tax Accountant,Argiculture,Mass Customer,N,No,8.0,42
1182,Carolann,Ottiwill,Female,84,1975-01-11,Data Coordiator,IT,Mass Customer,N,Yes,7.0,46
1183,Joe,Shalliker,Male,50,1958-11-14,Media Manager II,Missing,Affluent Customer,N,No,6.0,62
1184,Auberta,Teodori,Female,89,1968-10-07,Social Worker,Health,Mass Customer,N,No,13.0,52
1185,Xena,Rossbrooke,Female,17,2000-07-23,VP Product Management,Missing,Mass Customer,N,Yes,2.0,20
1186,Brantley,Cecchi,Male,70,1977-05-28,Help Desk Operator,Manufacturing,Affluent Customer,N,Yes,20.0,43
1187,Antonino,Hogben,Male,65,1998-10-21,Missing,Financial Services,Mass Customer,N,No,1.0,22
1188,Sally,Cominoli,Female,14,1984-02-23,Statistician IV,Missing,Affluent Customer,N,Yes,4.0,37
1189,Mart,Bazoche,Male,22,1988-08-29,Geologist I,Health,High Net Worth,N,Yes,8.0,32
1190,Sib,Gilby,Female,67,1968-09-07,Assistant Professor,Financial Services,Affluent Customer,N,Yes,10.0,52
1191,Merrielle,Vegas,Female,20,1996-05-22,Director of Sales,Missing,Mass Customer,N,Yes,1.0,24
1192,Hollyanne,McCarter,Female,31,1969-12-12,VP Quality Control,Manufacturing,Mass Customer,N,No,16.0,51
1193,Quintus,Whear,Male,58,1986-01-21,Safety Technician I,Retail,High Net Worth,N,No,5.0,35
1194,Audry,Scurrey,Female,69,1992-03-25,Junior Executive,Telecommunications,Affluent Customer,N,No,3.0,29
1195,Ally,Folliott,Female,0,1978-03-22,VP Marketing,Telecommunications,Mass Customer,N,No,18.0,43
1196,Phillie,Bradforth,Female,23,1998-03-19,Research Nurse,Health,Mass Customer,N,No,2.0,23
1197,Isobel,Lampett,Female,44,1997-10-16,Professor,Financial Services,High Net Worth,N,Yes,5.0,23
1198,Alina,Rickson,Female,73,1973-09-30,Sales Representative,Retail,High Net Worth,N,No,7.0,47
1199,Ludovico,Bertot,Male,7,1958-06-14,VP Accounting,Financial Services,Affluent Customer,N,Yes,5.0,62
1200,Hedda,Lathom,Female,38,1974-04-30,Librarian,Entertainment,High Net Worth,N,No,18.0,47
1201,Stephani,Mellhuish,Female,42,1955-11-28,Missing,Manufacturing,Mass Customer,N,No,10.0,65
1202,Rollie,None,Male,90,1992-02-26,Sales Representative,Retail,Mass Customer,N,Yes,8.0,29
1203,Claresta,Carnier,Female,38,1988-05-06,Technical Writer,Health,Affluent Customer,N,No,22.0,33
1204,Trudy,Huffy,Female,12,1971-03-24,Senior Developer,Manufacturing,Affluent Customer,N,Yes,16.0,50
1205,Barton,Baudts,Male,38,1978-06-05,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,No,13.0,42
1206,Lucina,Metcalf,Female,13,1978-05-07,Paralegal,Financial Services,Mass Customer,N,No,13.0,43
1207,Mabel,Marousek,Female,30,1997-09-25,Engineer IV,Health,Mass Customer,N,No,1.0,23
1208,Lira,Durn,Female,23,1983-12-26,Budget/Accounting Analyst IV,Financial Services,Mass Customer,N,No,15.0,37
1209,Jacky,Jerosch,Male,40,1977-09-06,Senior Developer,Property,High Net Worth,N,Yes,11.0,43
1211,Gunar,Petasch,Male,45,1978-07-23,VP Sales,Financial Services,Affluent Customer,N,Yes,14.0,42
1212,Cindy,Freeborn,Female,28,1968-10-24,Legal Assistant,Property,Affluent Customer,N,No,13.0,52
1213,Matthieu,Schruur,Male,80,1973-10-21,Accounting Assistant II,Missing,High Net Worth,N,No,15.0,47
1214,Martino,Shalcros,Male,0,1989-05-01,Internal Auditor,Property,High Net Worth,N,No,15.0,32
1215,Dyann,Turbard,Female,79,1967-02-26,VP Quality Control,Manufacturing,Mass Customer,N,No,11.0,54
1216,Frank,Vallerine,Female,15,1959-06-25,Software Test Engineer I,Telecommunications,Affluent Customer,N,Yes,10.0,61
1217,Dulcinea,Janssen,Female,67,1968-08-19,Structural Engineer,Manufacturing,High Net Worth,N,No,16.0,52
1218,Marlie,Lister,Female,12,1982-01-09,Missing,Missing,Mass Customer,N,Yes,7.0,39
1219,Kaine,Parkeson,Male,93,1971-11-04,Missing,Financial Services,Mass Customer,N,No,14.0,49
1220,Paulie,Akerman,Male,12,1987-06-08,Editor,Missing,High Net Worth,N,No,14.0,33
1221,Byrom,Draisey,Male,75,1995-09-25,VP Product Management,Health,High Net Worth,N,Yes,14.0,25
1222,Barbey,Ville,Female,83,1970-11-01,Account Executive,Property,Mass Customer,N,No,19.0,50
1223,Kristyn,None,Female,19,1965-01-05,Senior Sales Associate,Manufacturing,Mass Customer,N,Yes,16.0,56
1224,Aundrea,Reisenberg,Female,9,1977-04-04,Junior Executive,Manufacturing,Mass Customer,N,No,16.0,44
1225,Arte,Witchell,Male,5,1988-01-22,Clinical Specialist,Health,Mass Customer,N,Yes,10.0,33
1226,Constantia,Sirr,Female,32,1981-03-16,Director of Sales,Health,Mass Customer,N,Yes,13.0,40
1227,Carlina,Pencot,Female,63,1989-09-30,Software Engineer I,IT,Affluent Customer,N,Yes,12.0,31
1228,Marti,Bisterfeld,Female,43,1962-04-27,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,6.0,59
1229,Sebastian,Trass,Male,38,2000-01-08,GIS Technical Architect,Manufacturing,Affluent Customer,N,Yes,1.0,21
1230,Eben,Powley,Male,61,1985-07-24,Missing,Financial Services,Mass Customer,N,Yes,10.0,35
1231,Aloisia,Shawel,Female,94,1973-07-28,Social Worker,Health,Affluent Customer,N,No,18.0,47
1232,Stillmann,Wilfling,Male,83,1959-09-12,Help Desk Operator,Property,Affluent Customer,N,No,20.0,61
1233,Keeley,Hawsby,Female,17,1978-07-07,Missing,Retail,Affluent Customer,N,Yes,16.0,42
1234,Rancell,Yven,Male,87,1965-04-19,Geologist I,Missing,Mass Customer,N,No,17.0,56
1235,Sharon,Cranage,Female,24,1969-02-28,Dental Hygienist,Health,Mass Customer,N,No,9.0,52
1236,Bryanty,Megarrell,Male,75,1974-05-21,Web Designer IV,Financial Services,High Net Worth,N,Yes,18.0,46
1237,Junia,Humerstone,Female,6,1969-12-31,Research Nurse,Health,High Net Worth,N,No,16.0,51
1238,Steward,Beedham,Male,24,1978-06-01,Graphic Designer,Missing,Affluent Customer,N,Yes,6.0,42
1239,Carroll,Cobbin,Male,9,1978-02-28,Missing,Missing,Mass Customer,N,Yes,17.0,43
1240,Pen,Earey,Female,64,1965-05-13,Sales Associate,Manufacturing,Mass Customer,N,Yes,19.0,56
1241,Lolly,Junkison,Female,23,1986-03-22,Pharmacist,Health,Affluent Customer,N,Yes,11.0,35
1242,Bartholomeo,Meeke,Male,36,1973-02-04,Human Resources Assistant III,Property,High Net Worth,N,Yes,18.0,48
1243,Robbert,Blakey,Male,73,1953-08-09,Research Assistant II,Retail,Mass Customer,N,No,8.0,67
1245,Erin,Shawell,Male,34,1994-05-31,Product Engineer,Manufacturing,Affluent Customer,N,No,1.0,26
1246,Ibrahim,Wibrew,Male,94,1993-08-10,Missing,Missing,High Net Worth,N,No,6.0,27
1247,Hildagarde,Eyrl,Female,15,1960-10-05,Geologist I,Entertainment,Affluent Customer,N,No,11.0,60
1248,Genia,Bartel,Female,31,1963-12-18,General Manager,Missing,Affluent Customer,N,Yes,7.0,57
1249,Tabb,McKeowon,Male,11,1967-10-31,Missing,Telecommunications,Mass Customer,N,No,16.0,53
1250,Jacklyn,Kewley,Female,42,2001-11-02,Help Desk Technician,Manufacturing,Mass Customer,N,No,1.0,19
1251,Codie,Arnecke,Male,63,1997-10-01,Desktop Support Technician,Property,Mass Customer,N,No,2.0,23
1252,Les,Ellwood,Male,46,1965-01-16,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14.0,56
1253,Mahalia,None,Female,81,1996-08-19,Research Assistant I,Manufacturing,Mass Customer,N,No,5.0,24
1254,Quillan,McDuffie,Male,60,1958-12-18,Graphic Designer,Retail,Mass Customer,N,Yes,5.0,62
1255,Erhart,Glazebrook,Male,5,1982-05-20,Missing,Health,Affluent Customer,N,No,11.0,38
1256,Granny,Lukes,Male,8,1986-05-11,Food Chemist,Health,High Net Worth,N,No,9.0,35
1257,Prentiss,MacVicar,Male,40,1972-06-19,Assistant Professor,Property,Affluent Customer,N,Yes,9.0,48
1258,Nefen,Ferriere,Male,89,1978-04-21,Geological Engineer,Manufacturing,Mass Customer,N,No,6.0,43
1259,Emmi,Dymock,Female,23,1973-11-24,Assistant Professor,Financial Services,Mass Customer,N,No,9.0,47
1260,Fremont,Spawton,Male,92,1989-10-01,Tax Accountant,Property,Mass Customer,N,No,9.0,31
1261,Candice,Lohde,Female,61,1971-02-16,Legal Assistant,Manufacturing,Mass Customer,N,No,4.0,50
1262,Aindrea,MacConchie,Female,90,1967-12-07,Technical Writer,Missing,High Net Worth,N,Yes,19.0,53
1263,Elliot,Posselow,Male,41,1973-06-16,Nurse,Manufacturing,Affluent Customer,N,No,8.0,47
1264,Michail,Heart,Male,48,1994-02-28,Missing,Health,Mass Customer,N,Yes,7.0,27
1265,Kipper,Monck,Male,72,1987-07-22,Biostatistician I,Property,Mass Customer,N,Yes,2.0,33
1266,Harry,None,Male,68,1978-05-02,Human Resources Manager,Health,Mass Customer,N,Yes,10.0,43
1267,Leopold,Dainton,Male,39,1979-06-03,Safety Technician IV,Entertainment,Affluent Customer,N,Yes,19.0,41
1268,Baudoin,McCartney,Male,20,1989-12-06,Missing,Financial Services,High Net Worth,N,Yes,2.0,31
1269,Ravid,Kilgallon,Male,56,1990-08-25,Account Coordinator,Property,High Net Worth,N,Yes,7.0,30
1270,Cullen,Langshaw,Male,72,1983-02-27,Paralegal,Financial Services,Affluent Customer,N,No,10.0,38
1271,Jo-anne,Pringer,Female,71,1994-07-11,Accounting Assistant II,Telecommunications,Mass Customer,N,Yes,6.0,26
1272,Nettie,Bulfit,Female,2,1985-04-04,Missing,Manufacturing,Affluent Customer,N,No,17.0,36
1273,Hieronymus,Whinray,Male,48,1974-07-31,General Manager,Financial Services,Affluent Customer,N,Yes,14.0,46
1274,Emmerich,Tinkler,Male,12,1977-11-16,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,20.0,43
1275,Francisca,Whittek,Female,70,1966-01-10,General Manager,Health,Mass Customer,N,Yes,8.0,55
1276,Farrel,Waiting,Male,24,1964-06-07,Dental Hygienist,Health,Affluent Customer,N,No,4.0,56
1277,Elias,Gerrie,Male,26,1972-12-26,Help Desk Technician,Missing,Mass Customer,N,Yes,9.0,48
1278,Betsy,Schruurs,Female,14,1998-11-15,Pharmacist,Health,Affluent Customer,N,No,2.0,22
1279,Burr,Lygoe,Male,30,1962-08-12,Staff Accountant I,Financial Services,Mass Customer,N,No,20.0,58
1280,Horacio,Peyntue,Male,71,1978-01-24,Marketing Assistant,Manufacturing,High Net Worth,N,Yes,15.0,43
1281,Leighton,Zisneros,Male,29,1968-07-07,Administrative Assistant III,Manufacturing,Affluent Customer,N,Yes,16.0,52
1282,Garald,Pidler,Male,99,1980-11-15,Programmer Analyst III,Entertainment,Affluent Customer,N,Yes,14.0,40
1283,Tory,Minnette,Female,43,1994-08-23,Clinical Specialist,Health,Mass Customer,N,No,1.0,26
1284,Alexis,Aronov,Male,30,1976-01-28,Junior Executive,Entertainment,Affluent Customer,N,No,11.0,45
1285,Tomkin,Fudge,Male,44,1973-05-23,Office Assistant III,Manufacturing,Mass Customer,N,Yes,12.0,47
1286,Mina,Clawley,Female,83,1975-06-28,Senior Quality Engineer,Manufacturing,High Net Worth,N,Yes,16.0,45
1287,Nicko,Saddleton,Male,72,1960-10-23,Systems Administrator I,Financial Services,Mass Customer,N,Yes,20.0,60
1288,Abra,Cuardall,Female,51,1979-10-07,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,18.0,41
1289,Shelley,Stroyan,Male,35,1973-07-16,Missing,Missing,Mass Customer,N,Yes,8.0,47
1290,Vassily,Ramalho,Male,49,1967-08-08,VP Marketing,Financial Services,High Net Worth,N,Yes,6.0,53
1291,Warner,Zuker,Male,0,1980-08-16,Quality Engineer,Health,Mass Customer,N,No,12.0,40
1292,Alice,Backson,Female,56,1961-06-02,Missing,Missing,Affluent Customer,N,No,20.0,59
1293,Vidovic,Fretson,Male,89,1980-10-07,Quality Engineer,IT,Mass Customer,N,No,8.0,40
1294,Cari,Worling,Female,31,1974-09-28,Missing,Manufacturing,Mass Customer,N,Yes,15.0,46
1295,Irving,Murton,Male,66,1997-01-25,Nurse,Argiculture,Mass Customer,N,Yes,5.0,24
1296,Essy,Vondrak,Female,61,1989-03-11,Paralegal,Financial Services,Affluent Customer,N,Yes,9.0,32
1297,Shay,Gimbart,Male,91,1981-02-12,Social Worker,Health,Mass Customer,N,No,3.0,40
1298,Guglielmo,Yele,Male,35,1974-04-06,Research Nurse,Health,Mass Customer,N,No,16.0,47
1299,Maddy,Aiskovitch,Female,72,1977-01-17,Media Manager IV,Missing,Affluent Customer,N,No,12.0,44
1300,Sisely,Strelitzer,Female,0,1991-03-10,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,9.0,30
1301,Trix,None,Female,17,1991-11-25,Structural Analysis Engineer,Health,Mass Customer,N,No,9.0,29
1302,Ericka,Eggers,Female,29,1998-05-03,Biostatistician I,Financial Services,Affluent Customer,N,Yes,2.0,23
1303,Nollie,Guilliatt,Male,64,1972-04-27,Missing,Argiculture,Mass Customer,N,No,15.0,49
1304,Emmy,Lumbly,Male,23,1977-11-16,Administrative Assistant III,Missing,High Net Worth,N,No,11.0,43
1305,Averil,Gentiry,Male,97,1970-03-01,Executive Secretary,Financial Services,High Net Worth,N,Yes,6.0,51
1306,Doyle,Oleksinski,Male,13,1956-04-12,Occupational Therapist,Health,Affluent Customer,N,Yes,13.0,65
1307,Emlyn,Musgrave,Female,73,1970-09-06,Dental Hygienist,Health,High Net Worth,N,Yes,10.0,50
1308,Andrey,Conre,Male,34,1976-08-27,Analog Circuit Design manager,Missing,Affluent Customer,N,Yes,18.0,44
1309,Adlai,Fabry,Male,95,1977-03-22,VP Marketing,Missing,Mass Customer,N,No,13.0,44
1310,Keane,Leebeter,Male,38,1986-12-20,Geological Engineer,Manufacturing,High Net Worth,N,Yes,13.0,34
1311,Sharona,Cunah,Female,89,1984-10-06,VP Accounting,Financial Services,Mass Customer,N,Yes,13.0,36
1312,Magda,Baugh,Female,96,1994-07-16,Food Chemist,Health,Affluent Customer,N,No,8.0,26
1313,Hughie,Laboune,Male,59,1986-02-09,Analyst Programmer,Property,Mass Customer,N,No,22.0,35
1314,De,Eilhart,Female,25,1970-02-23,Clinical Specialist,Health,Mass Customer,N,Yes,6.0,51
1315,Ebba,Comport,Female,46,1973-06-24,Missing,IT,Mass Customer,N,Yes,12.0,47
1316,Steven,Castellaccio,Male,79,1990-03-06,Recruiter,Retail,High Net Worth,N,Yes,18.0,31
1317,Barrett,Lindley,Male,2,1973-01-18,General Manager,Retail,Mass Customer,N,Yes,5.0,48
1318,Barbe,Assender,Female,10,1966-08-17,Senior Developer,Financial Services,Mass Customer,N,Yes,4.0,54
1319,Trevor,St. Paul,Male,20,1955-07-18,Missing,Entertainment,Mass Customer,N,Yes,12.0,65
1320,Fae,None,Female,4,1983-10-29,Missing,Manufacturing,High Net Worth,N,Yes,7.0,37
1321,Bree,Domenge,Female,29,1994-07-05,Editor,Argiculture,Affluent Customer,N,No,8.0,26
1322,Kathye,Christie,Female,37,2001-10-16,Data Coordiator,Financial Services,Mass Customer,N,Yes,1.0,19
1323,Kristofor,Mockes,Male,27,1988-04-04,Account Executive,Missing,High Net Worth,N,Yes,9.0,33
1324,Randie,Arnowitz,Female,88,1978-02-22,Web Designer III,Manufacturing,Mass Customer,N,No,11.0,43
1325,Ty,Belliard,Male,67,1968-08-25,Account Executive,Argiculture,High Net Worth,N,Yes,14.0,52
1326,Goddard,Tinn,Male,15,1966-02-23,Biostatistician III,Health,Affluent Customer,N,Yes,5.0,55
1327,Sarita,Khosa,Female,57,1995-11-25,Director of Sales,Property,Affluent Customer,N,No,6.0,25
1328,Stavro,Gargett,Male,19,1981-09-02,Budget/Accounting Analyst IV,IT,Mass Customer,N,Yes,6.0,39
1329,Wendy,Randlesome,Female,65,1989-07-15,Database Administrator IV,Missing,Mass Customer,N,No,11.0,31
1330,Gery,Headrick,Male,20,1985-08-02,Technical Writer,Missing,Affluent Customer,N,No,19.0,35
1331,Edward,Hawkwood,Male,12,1987-03-24,Tax Accountant,Telecommunications,High Net Worth,N,No,17.0,34
1332,Garek,De la Barre,Male,87,1978-05-01,Technical Writer,Missing,Mass Customer,N,Yes,12.0,43
1333,Phillipp,McMonnies,Male,4,1973-08-23,Compensation Analyst,Financial Services,High Net Worth,N,No,9.0,47
1334,Cicily,Jenks,Female,72,1998-10-23,Senior Financial Analyst,Financial Services,Mass Customer,N,No,4.0,22
1335,Sibylla,Marlon,Female,57,1997-08-14,Missing,Entertainment,Mass Customer,N,Yes,3.0,23
1336,Moise,Inde,Male,83,1989-03-13,Physical Therapy Assistant,Missing,Mass Customer,N,Yes,15.0,32
1337,Damara,Wheatland,Female,15,1988-03-08,Structural Engineer,Health,Mass Customer,N,No,10.0,33
1338,Giuseppe,Tezure,Male,53,1980-11-24,Product Engineer,Missing,High Net Worth,N,No,14.0,40
1339,Mariam,Guiel,Female,82,1978-12-09,Editor,IT,High Net Worth,N,No,14.0,42
1340,Crawford,Dreini,Male,16,1977-11-05,Statistician I,Missing,High Net Worth,N,No,18.0,43
1341,Parry,Rigolle,Male,65,1986-05-18,Computer Systems Analyst I,Financial Services,Affluent Customer,N,No,15.0,34
1342,Barnett,Morville,Male,14,1962-04-11,Missing,Retail,Affluent Customer,N,Yes,11.0,59
1343,Creight,Deery,Male,67,1979-12-10,Dental Hygienist,Health,High Net Worth,N,No,5.0,41
1344,Renelle,Tutin,Female,20,1995-11-02,Tax Accountant,Manufacturing,Mass Customer,N,No,4.0,25
1345,Jeth,Marien,Male,94,1960-09-11,Senior Sales Associate,Manufacturing,Mass Customer,N,No,12.0,60
1346,Woody,Dowthwaite,Male,9,1970-06-19,Administrative Assistant IV,Telecommunications,Mass Customer,N,No,19.0,50
1347,Leisha,Signoret,Female,14,1977-12-16,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,14.0,43
1348,Lowe,Hinckes,Male,88,1984-04-10,VP Sales,Missing,High Net Worth,N,No,13.0,37
1349,Curran,Gush,Male,83,1997-05-07,Electrical Engineer,Manufacturing,Affluent Customer,N,No,1.0,24
1350,Bing,Vicar,Male,10,1957-09-30,Staff Scientist,Retail,Mass Customer,N,Yes,8.0,63
1352,Jerald,Lesly,Male,53,1954-12-28,Electrical Engineer,Manufacturing,High Net Worth,N,No,18.0,66
1353,Phebe,Dockwra,Female,1,1980-03-31,Clinical Specialist,Health,Mass Customer,N,Yes,11.0,41
1354,Karee,Hyman,Female,0,2000-10-15,Analyst Programmer,Financial Services,Affluent Customer,N,No,2.0,20
1355,Isador,Hallitt,Male,37,2001-04-04,VP Quality Control,Property,Mass Customer,N,No,1.0,20
1356,Ofella,Walbrook,Female,12,1981-02-24,Account Representative I,Missing,High Net Worth,N,No,13.0,40
1357,Waylin,Eassom,Male,69,1993-05-14,Research Nurse,Health,High Net Worth,N,No,6.0,28
1358,Gerome,Whittock,Male,8,1994-04-11,Dental Hygienist,Health,High Net Worth,N,No,6.0,27
1359,Estrella,Carwithen,Female,54,1993-02-24,Help Desk Technician,Retail,Mass Customer,N,No,6.0,28
1360,Maurice,Blas,Male,41,1970-07-04,Design Engineer,Manufacturing,Mass Customer,N,Yes,15.0,50
1361,Gradeigh,Saltmarshe,Male,56,1964-12-12,Professor,Manufacturing,Affluent Customer,N,No,19.0,56
1362,Giuditta,Dearlove,Female,20,1973-02-20,Account Executive,Manufacturing,Affluent Customer,N,Yes,15.0,48
1363,Boniface,Kivelhan,Male,7,1961-10-16,Associate Professor,Financial Services,Mass Customer,N,No,18.0,59
1364,Selby,Cabbell,Male,99,1978-04-20,Junior Executive,Manufacturing,Mass Customer,N,No,21.0,43
1365,Shurlocke,Pirie,Male,97,1992-04-19,Research Associate,Health,Mass Customer,N,No,3.0,29
1366,Zacharia,Rigler,Male,10,1974-06-30,Computer Systems Analyst IV,Retail,Affluent Customer,N,No,22.0,46
1367,Fredrika,Danielkiewicz,Female,63,1973-06-29,Internal Auditor,Retail,Mass Customer,N,No,18.0,47
1368,Aarika,Magog,Female,54,1973-04-14,Missing,Property,Mass Customer,N,No,4.0,48
1369,Ilka,Allabush,Female,51,1994-05-08,Civil Engineer,Manufacturing,Mass Customer,N,Yes,6.0,27
1370,Chastity,Martinat,Female,44,1986-10-23,Computer Systems Analyst IV,Property,Mass Customer,N,No,18.0,34
1371,Aretha,Joscelyn,Female,39,1959-08-02,Design Engineer,Retail,Mass Customer,N,Yes,13.0,61
1372,Rockie,Wheldon,Male,44,1980-07-02,Computer Systems Analyst III,Manufacturing,Affluent Customer,N,No,17.0,40
1373,Shaylynn,Epsley,Female,3,1958-09-23,Director of Sales,Financial Services,Mass Customer,N,Yes,12.0,62
1374,Cleveland,Spilling,Male,76,1976-01-13,Missing,Manufacturing,Mass Customer,N,No,8.0,45
1375,Archie,Van den Hof,Male,36,1978-12-07,Analog Circuit Design manager,Financial Services,Affluent Customer,N,No,18.0,42
1376,Pail,None,Male,89,1966-03-12,Environmental Tech,Health,Mass Customer,N,Yes,18.0,55
1377,Giacomo,Roseburgh,Male,86,1989-05-11,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,2.0,32
1378,Ellie,Prester,Female,36,1978-06-18,Missing,Property,Affluent Customer,N,Yes,7.0,42
1379,Lou,Drews,Female,63,1989-06-16,Legal Assistant,Financial Services,Mass Customer,N,Yes,7.0,31
1380,Lavina,Clavey,Female,99,1998-09-30,Financial Analyst,Financial Services,Mass Customer,N,No,3.0,22
1381,Ellary,Ramsey,Male,79,1985-03-11,Engineer IV,Manufacturing,Affluent Customer,N,Yes,15.0,36
1382,Lucio,Reame,Male,27,1989-10-23,Data Coordiator,Manufacturing,High Net Worth,N,Yes,20.0,31
1383,Coriss,Casarino,Female,81,1957-10-29,Software Consultant,IT,Affluent Customer,N,No,8.0,63
1384,Marcile,Carren,Female,48,1998-09-09,Quality Control Specialist,Manufacturing,Mass Customer,N,No,2.0,22
1385,Melesa,Priddy,Female,39,1957-08-17,Cost Accountant,Financial Services,Mass Customer,N,No,16.0,63
1386,Mufinella,Kalvin,Female,71,1967-06-12,Help Desk Technician,Retail,Mass Customer,N,Yes,12.0,53
1387,Natalee,Comport,Female,33,1977-07-11,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,4.0,43
1388,Carny,Shilstone,Male,86,1972-08-14,Internal Auditor,Financial Services,Mass Customer,N,No,7.0,48
